uuid,f_address,Match_addr,Longitude,Latitude,Addr_type,Score,Status,Region,RegionAbbr,Subregion,MetroArea,City,Nbrhd,geometry,Match_type,LongLabel,ShortLabel,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,District,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo
50,"Saratoga, CA","Saratoga, California",-122.01400999999998,37.27105000000006,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Saratoga,,POINT (-122.01401 37.27105000000006),A,"Saratoga, CA, USA",Saratoga,City,Saratoga,"Saratoga, California",,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.01400999999998,37.27105000000006,-122.04800999999999,-121.98000999999998,37.23705000000006,37.30505000000006,
51,"Pleasanton, CA","Pleasanton, California",-121.87710999999996,37.65822000000003,Locality,100.0,M,California,CA,Alameda County,San Francisco Bay Area,Pleasanton,,POINT (-121.87711 37.65822000000003),A,"Pleasanton, CA, USA",Pleasanton,City,Pleasanton,"Pleasanton, California",,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.87710999999996,37.65822000000003,-121.93810999999997,-121.81610999999995,37.59722000000003,37.71922000000003,
52,"Bakersfield, CA","Bakersfield, California",-119.01885999999996,35.36723000000006,Locality,100.0,M,California,CA,Kern County,,Bakersfield,,POINT (-119.01886 35.36723000000006),A,"Bakersfield, CA, USA",Bakersfield,City,Bakersfield,"Bakersfield, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-119.01885999999996,35.36723000000006,-119.20585999999996,-118.83185999999996,35.180230000000066,35.55423000000006,
53,"Redondo Beach, CA","Redondo Beach, California",-118.38793999999996,33.84445000000005,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,Redondo Beach,,POINT (-118.38794 33.84445000000005),A,"Redondo Beach, CA, USA",Redondo Beach,City,Redondo Beach,"Redondo Beach, California",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.38793999999996,33.84445000000005,-118.41993999999995,-118.35593999999996,33.812450000000055,33.87645000000005,
54,"Menlo Park, CA","Menlo Park, California",-122.17877999999996,37.45550000000003,Locality,100.0,M,California,CA,San Mateo County,San Francisco Bay Area,Menlo Park,,POINT (-122.17878 37.45550000000003),A,"Menlo Park, CA, USA",Menlo Park,City,Menlo Park,"Menlo Park, California",,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.17877999999996,37.45550000000003,-122.22777999999997,-122.12977999999995,37.40650000000003,37.50450000000003,
55,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
56,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
57,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
58,"Folsom, CA","Folsom, California",-121.16282999999999,38.68175000000008,Locality,100.0,M,California,CA,Sacramento County,Sacramento Metro Area,Folsom,,POINT (-121.16283 38.68175000000008),A,"Folsom, CA, USA",Folsom,City,Folsom,"Folsom, California",,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.16282999999999,38.68175000000008,-121.22182999999998,-121.10382999999999,38.62275000000008,38.74075000000008,
59,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
60,"San Diego, CA","San Diego, California",-117.16170999999997,32.71568000000008,Locality,100.0,M,California,CA,San Diego County,San Diego Metro Area,San Diego,,POINT (-117.16171 32.71568000000008),A,"San Diego, CA, USA",San Diego,City,San Diego,"San Diego, California",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-117.16170999999997,32.71568000000008,-117.40070999999998,-116.92270999999997,32.47668000000008,32.954680000000074,
61,"Santa Clara, CA","Santa Clara, California",-121.95508999999998,37.35579000000007,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Santa Clara,,POINT (-121.95509 37.35579000000007),A,"Santa Clara, CA, USA",Santa Clara,City,Santa Clara,"Santa Clara, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.95508999999998,37.35579000000007,-121.99808999999999,-121.91208999999998,37.31279000000007,37.39879000000007,
62,"Porter Ranch, CA","Porter Ranch, California",-118.56129999999996,34.28027000000003,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,Porter Ranch,,POINT (-118.5613 34.28027000000003),A,"Porter Ranch, CA, USA",Porter Ranch,City,Porter Ranch,"Porter Ranch, California",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.56129999999996,34.28027000000003,-118.58729999999996,-118.53529999999996,34.25427000000003,34.30627000000003,
63,"SAN JOSE, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
64,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
65,"Dublin, CA","Dublin, California",-121.91634999999997,37.70423000000005,Locality,100.0,M,California,CA,Alameda County,San Francisco Bay Area,Dublin,,POINT (-121.91635 37.70423000000005),A,"Dublin, CA, USA",Dublin,City,Dublin,"Dublin, California",,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.91634999999997,37.70423000000005,-121.96834999999997,-121.86434999999996,37.65223000000005,37.75623000000005,
66,"Dublin, CA","Dublin, California",-121.91634999999997,37.70423000000005,Locality,100.0,M,California,CA,Alameda County,San Francisco Bay Area,Dublin,,POINT (-121.91635 37.70423000000005),A,"Dublin, CA, USA",Dublin,City,Dublin,"Dublin, California",,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.91634999999997,37.70423000000005,-121.96834999999997,-121.86434999999996,37.65223000000005,37.75623000000005,
67,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
68,"CUPERTINO, CA","Cupertino, California",-122.02927999999997,37.31896000000006,Locality,100.0,M,California,CA,Santa Clara County,San Francisco Bay Area,Cupertino,,POINT (-122.02928 37.31896000000006),A,"Cupertino, CA, USA",Cupertino,City,Cupertino,"Cupertino, California",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.02927999999997,37.31896000000006,-122.06927999999998,-121.98927999999997,37.27896000000006,37.35896000000006,
69,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
70,"SAN JOSE, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
71,"SUNNYVALE, CA","Sunnyvale, California",-122.03799999999995,37.37172000000004,Locality,100.0,M,California,CA,Santa Clara County,San Francisco Bay Area,Sunnyvale,,POINT (-122.038 37.37172000000004),A,"Sunnyvale, CA, USA",Sunnyvale,City,Sunnyvale,"Sunnyvale, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.03799999999995,37.37172000000004,-122.08899999999996,-121.98699999999995,37.32072000000004,37.42272000000004,
72,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
73,"San Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
74,"Santa Clara, CA","Santa Clara, California",-121.95508999999998,37.35579000000007,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Santa Clara,,POINT (-121.95509 37.35579000000007),A,"Santa Clara, CA, USA",Santa Clara,City,Santa Clara,"Santa Clara, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.95508999999998,37.35579000000007,-121.99808999999999,-121.91208999999998,37.31279000000007,37.39879000000007,
75,"San Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
76,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
77,"Cupertino, CA","Cupertino, California",-122.02927999999997,37.31896000000006,Locality,100.0,M,California,CA,Santa Clara County,San Francisco Bay Area,Cupertino,,POINT (-122.02928 37.31896000000006),A,"Cupertino, CA, USA",Cupertino,City,Cupertino,"Cupertino, California",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.02927999999997,37.31896000000006,-122.06927999999998,-121.98927999999997,37.27896000000006,37.35896000000006,
78,"Rocklin, CA","Rocklin, California",-121.23458999999997,38.79016000000007,Locality,100.0,M,California,CA,Placer County,Sacramento Metro Area,Rocklin,,POINT (-121.23459 38.79016000000007),A,"Rocklin, CA, USA",Rocklin,City,Rocklin,"Rocklin, California",,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.23458999999997,38.79016000000007,-121.28258999999997,-121.18658999999997,38.74216000000007,38.83816000000007,
79,"san jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
80,"San Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
81,"Redondo Beach, CA","Redondo Beach, California",-118.38793999999996,33.84445000000005,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,Redondo Beach,,POINT (-118.38794 33.84445000000005),A,"Redondo Beach, CA, USA",Redondo Beach,City,Redondo Beach,"Redondo Beach, California",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.38793999999996,33.84445000000005,-118.41993999999995,-118.35593999999996,33.812450000000055,33.87645000000005,
82,"BAKERSFIELD, CA","Bakersfield, California",-119.01885999999996,35.36723000000006,Locality,100.0,M,California,CA,Kern County,,Bakersfield,,POINT (-119.01886 35.36723000000006),A,"Bakersfield, CA, USA",Bakersfield,City,Bakersfield,"Bakersfield, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-119.01885999999996,35.36723000000006,-119.20585999999996,-118.83185999999996,35.180230000000066,35.55423000000006,
83,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
84,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
85,"Rocklim, CA","Rocklin, California",-121.23458999999997,38.79016000000007,Locality,92.35,M,California,CA,Placer County,Sacramento Metro Area,Rocklin,,POINT (-121.23459 38.79016000000007),A,"Rocklin, CA, USA",Rocklin,City,Rocklin,"Rocklin, California",,,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.23458999999997,38.79016000000007,-121.28258999999997,-121.18658999999997,38.74216000000007,38.83816000000007,
86,"san Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
87,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
88,"Dublin, CA","Dublin, California",-121.91634999999997,37.70423000000005,Locality,100.0,M,California,CA,Alameda County,San Francisco Bay Area,Dublin,,POINT (-121.91635 37.70423000000005),A,"Dublin, CA, USA",Dublin,City,Dublin,"Dublin, California",,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.91634999999997,37.70423000000005,-121.96834999999997,-121.86434999999996,37.65223000000005,37.75623000000005,
89,"Saratoga, CA","Saratoga, California",-122.01400999999998,37.27105000000006,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Saratoga,,POINT (-122.01401 37.27105000000006),A,"Saratoga, CA, USA",Saratoga,City,Saratoga,"Saratoga, California",,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.01400999999998,37.27105000000006,-122.04800999999999,-121.98000999999998,37.23705000000006,37.30505000000006,
90,"Redondo beach, CA","Redondo Beach, California",-118.38793999999996,33.84445000000005,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,Redondo Beach,,POINT (-118.38794 33.84445000000005),A,"Redondo Beach, CA, USA",Redondo Beach,City,Redondo Beach,"Redondo Beach, California",,,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.38793999999996,33.84445000000005,-118.41993999999995,-118.35593999999996,33.812450000000055,33.87645000000005,
91,"saratoga, CA","Saratoga, California",-122.01400999999998,37.27105000000006,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Saratoga,,POINT (-122.01401 37.27105000000006),A,"Saratoga, CA, USA",Saratoga,City,Saratoga,"Saratoga, California",,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.01400999999998,37.27105000000006,-122.04800999999999,-121.98000999999998,37.23705000000006,37.30505000000006,
92,"San Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
93,"MOUNTAIN VIEW, CA","Mountain View, California",-122.08159999999998,37.389670000000024,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Mountain View,,POINT (-122.0816 37.38967000000002),A,"Mountain View, CA, USA",Mountain View,City,Mountain View,"Mountain View, California",,,8.32,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.08159999999998,37.389670000000024,-122.12259999999998,-122.04059999999998,37.34867000000003,37.43067000000002,
94,"Cypress, CA","Cypress, California",-118.03722999999997,33.82434000000006,Locality,100.0,T,California,CA,Orange County,Los Angeles Metro Area,Cypress,,POINT (-118.03723 33.82434000000006),A,"Cypress, CA, USA",Cypress,City,Cypress,"Cypress, California",,,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.03722999999997,33.82434000000006,-118.06422999999997,-118.01022999999996,33.79734000000006,33.851340000000064,
95,"riverside, CA","Riverside, California",-117.37403999999998,33.98171000000008,Locality,100.0,T,California,CA,Riverside County,Inland Empire,Riverside,,POINT (-117.37404 33.98171000000008),A,"Riverside, CA, USA",Riverside,City,Riverside,"Riverside, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-117.37403999999998,33.98171000000008,-117.47203999999998,-117.27603999999998,33.88371000000008,34.07971000000008,
96,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
97,"Porter Ranch, CA","Porter Ranch, California",-118.56129999999996,34.28027000000003,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,Porter Ranch,,POINT (-118.5613 34.28027000000003),A,"Porter Ranch, CA, USA",Porter Ranch,City,Porter Ranch,"Porter Ranch, California",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.56129999999996,34.28027000000003,-118.58729999999996,-118.53529999999996,34.25427000000003,34.30627000000003,
98,"Irvine, CA","Irvine, California",-117.82590999999996,33.68730000000005,Locality,100.0,M,California,CA,Orange County,Los Angeles Metro Area,Irvine,,POINT (-117.82591 33.68730000000005),A,"Irvine, CA, USA",Irvine,City,Irvine,"Irvine, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-117.82590999999996,33.68730000000005,-117.91690999999996,-117.73490999999997,33.59630000000005,33.77830000000005,
99,"Cupertino, CA","Cupertino, California",-122.02927999999997,37.31896000000006,Locality,100.0,M,California,CA,Santa Clara County,San Francisco Bay Area,Cupertino,,POINT (-122.02928 37.31896000000006),A,"Cupertino, CA, USA",Cupertino,City,Cupertino,"Cupertino, California",,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.02927999999997,37.31896000000006,-122.06927999999998,-121.98927999999997,37.27896000000006,37.35896000000006,
100,"Pleasanton, CA","Pleasanton, California",-121.87710999999996,37.65822000000003,Locality,100.0,M,California,CA,Alameda County,San Francisco Bay Area,Pleasanton,,POINT (-121.87711 37.65822000000003),A,"Pleasanton, CA, USA",Pleasanton,City,Pleasanton,"Pleasanton, California",,,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.87710999999996,37.65822000000003,-121.93810999999997,-121.81610999999995,37.59722000000003,37.71922000000003,
101,"sanjose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,99.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
102,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
103,"LOS ALTOS, CA","Los Altos, California",-122.11422999999996,37.383080000000064,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Los Altos,,POINT (-122.11423 37.38308000000006),A,"Los Altos, CA, USA",Los Altos,City,Los Altos,"Los Altos, California",,,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.11422999999996,37.383080000000064,-122.15022999999997,-122.07822999999996,37.34708000000006,37.419080000000065,
104,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
105,"Saratoga, CA","Saratoga, California",-122.01400999999998,37.27105000000006,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,Saratoga,,POINT (-122.01401 37.27105000000006),A,"Saratoga, CA, USA",Saratoga,City,Saratoga,"Saratoga, California",,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-122.01400999999998,37.27105000000006,-122.04800999999999,-121.98000999999998,37.23705000000006,37.30505000000006,
106,"Fremont, CA","Fremont, California",-121.98304999999999,37.55135000000007,Locality,100.0,T,California,CA,Alameda County,San Francisco Bay Area,Fremont,,POINT (-121.98305 37.55135000000007),A,"Fremont, CA, USA",Fremont,City,Fremont,"Fremont, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.98304999999999,37.55135000000007,-122.08604999999999,-121.88005,37.44835000000007,37.65435000000007,
107,"North Hollywood, CA","North Hollywood, California",-118.37898999999999,34.16982000000007,Locality,100.0,M,California,CA,Los Angeles County,Los Angeles Metro Area,North Hollywood,,POINT (-118.37899 34.16982000000007),A,"North Hollywood, CA, USA",North Hollywood,City,North Hollywood,"North Hollywood, California",,,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-118.37898999999999,34.16982000000007,-118.41498999999999,-118.34298999999999,34.13382000000007,34.205820000000074,
108,"Irvine, CA","Irvine, California",-117.82590999999996,33.68730000000005,Locality,100.0,M,California,CA,Orange County,Los Angeles Metro Area,Irvine,,POINT (-117.82591 33.68730000000005),A,"Irvine, CA, USA",Irvine,City,Irvine,"Irvine, California",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-117.82590999999996,33.68730000000005,-117.91690999999996,-117.73490999999997,33.59630000000005,33.77830000000005,
109,"San Jose, CA","San Jose, California",-121.88541999999995,37.33865000000003,Locality,100.0,T,California,CA,Santa Clara County,San Francisco Bay Area,San Jose,,POINT (-121.88542 37.33865000000003),A,"San Jose, CA, USA",San Jose,City,San Jose,"San Jose, California",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-121.88541999999995,37.33865000000003,-122.09041999999995,-121.68041999999996,37.13365000000003,37.54365000000003,
