uuid,f_address,Match_addr,Longitude,Latitude,Addr_type,Score,Status,Region,RegionAbbr,Subregion,MetroArea,City,Nbrhd,geometry,Match_type,LongLabel,ShortLabel,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,District,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo
414,"Morrisville, Nc","Morrisville, North Carolina",-78.83014999999995,35.82305000000008,Locality,100.0,M,North Carolina,NC,Wake County,,Morrisville,,POINT (-78.83014999999995 35.82305000000008),A,"Morrisville, NC, USA",Morrisville,City,Morrisville,"Morrisville, North Carolina",,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-78.83014999999995,35.82305000000008,-78.86614999999995,-78.79414999999995,35.78705000000008,35.85905000000008,
415,"Apex, NC","Apex, North Carolina",-78.85434999999995,35.733010000000036,Locality,100.0,M,North Carolina,NC,Wake County,,Apex,,POINT (-78.85434999999995 35.73301000000004),A,"Apex, NC, USA",Apex,City,Apex,"Apex, North Carolina",,,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-78.85434999999995,35.733010000000036,-78.90134999999995,-78.80734999999996,35.68601000000004,35.78001000000003,
416,"Charlotte, NC","Charlotte, North Carolina",-80.83795999999995,35.222860000000026,Locality,100.0,M,North Carolina,NC,Mecklenburg County,Charlotte Metro Area,Charlotte,,POINT (-80.83795999999995 35.22286000000003),A,"Charlotte, NC, USA",Charlotte,City,Charlotte,"Charlotte, North Carolina",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-80.83795999999995,35.222860000000026,-81.02495999999995,-80.65095999999996,35.03586000000003,35.40986000000002,
417,"Morrisville, Nc","Morrisville, North Carolina",-78.83014999999995,35.82305000000008,Locality,100.0,M,North Carolina,NC,Wake County,,Morrisville,,POINT (-78.83014999999995 35.82305000000008),A,"Morrisville, NC, USA",Morrisville,City,Morrisville,"Morrisville, North Carolina",,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-78.83014999999995,35.82305000000008,-78.86614999999995,-78.79414999999995,35.78705000000008,35.85905000000008,
418,"Winston Salem, NC","Winston-Salem, North Carolina",-80.24115999999998,36.100010000000054,Locality,100.0,T,North Carolina,NC,Forsyth County,,Winston-Salem,,POINT (-80.24115999999998 36.10001000000005),A,"Winston-Salem, NC, USA",Winston-Salem,City,Winston-Salem,"Winston-Salem, North Carolina",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-80.24115999999998,36.100010000000054,-80.36815999999997,-80.11415999999998,35.97301000000005,36.22701000000006,
419,"Charlotte, NC","Charlotte, North Carolina",-80.83795999999995,35.222860000000026,Locality,100.0,M,North Carolina,NC,Mecklenburg County,Charlotte Metro Area,Charlotte,,POINT (-80.83795999999995 35.22286000000003),A,"Charlotte, NC, USA",Charlotte,City,Charlotte,"Charlotte, North Carolina",,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-80.83795999999995,35.222860000000026,-81.02495999999995,-80.65095999999996,35.03586000000003,35.40986000000002,
420,"Raleigh, NC","Raleigh, North Carolina",-78.64271999999994,35.78549000000004,Locality,100.0,M,North Carolina,NC,Wake County,,Raleigh,,POINT (-78.64271999999994 35.78549000000004),A,"Raleigh, NC, USA",Raleigh,City,Raleigh,"Raleigh, North Carolina",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-78.64271999999994,35.78549000000004,-78.79571999999995,-78.48971999999993,35.63249000000004,35.93849000000004,
421,"Morrisville, NC","Morrisville, North Carolina",-78.83014999999995,35.82305000000008,Locality,100.0,M,North Carolina,NC,Wake County,,Morrisville,,POINT (-78.83014999999995 35.82305000000008),A,"Morrisville, NC, USA",Morrisville,City,Morrisville,"Morrisville, North Carolina",,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-78.83014999999995,35.82305000000008,-78.86614999999995,-78.79414999999995,35.78705000000008,35.85905000000008,
422,"Omaha, NE","Omaha, Nebraska",-95.94025999999997,41.260680000000036,Locality,100.0,M,Nebraska,NE,Douglas County,,Omaha,,POINT (-95.94025999999997 41.26068000000004),A,"Omaha, NE, USA",Omaha,City,Omaha,"Omaha, Nebraska",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-95.94025999999997,41.260680000000036,-96.09025999999997,-95.79025999999996,41.11068000000004,41.410680000000035,
423,"Omaha, NE","Omaha, Nebraska",-95.94025999999997,41.260680000000036,Locality,100.0,M,Nebraska,NE,Douglas County,,Omaha,,POINT (-95.94025999999997 41.26068000000004),A,"Omaha, NE, USA",Omaha,City,Omaha,"Omaha, Nebraska",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-95.94025999999997,41.260680000000036,-96.09025999999997,-95.79025999999996,41.11068000000004,41.410680000000035,
424,"Omaha, NE","Omaha, Nebraska",-95.94025999999997,41.260680000000036,Locality,100.0,M,Nebraska,NE,Douglas County,,Omaha,,POINT (-95.94025999999997 41.26068000000004),A,"Omaha, NE, USA",Omaha,City,Omaha,"Omaha, Nebraska",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-95.94025999999997,41.260680000000036,-96.09025999999997,-95.79025999999996,41.11068000000004,41.410680000000035,
425,"Omaha, NE","Omaha, Nebraska",-95.94025999999997,41.260680000000036,Locality,100.0,M,Nebraska,NE,Douglas County,,Omaha,,POINT (-95.94025999999997 41.26068000000004),A,"Omaha, NE, USA",Omaha,City,Omaha,"Omaha, Nebraska",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-95.94025999999997,41.260680000000036,-96.09025999999997,-95.79025999999996,41.11068000000004,41.410680000000035,
426,"Omaha, NE","Omaha, Nebraska",-95.94025999999997,41.260680000000036,Locality,100.0,M,Nebraska,NE,Douglas County,,Omaha,,POINT (-95.94025999999997 41.26068000000004),A,"Omaha, NE, USA",Omaha,City,Omaha,"Omaha, Nebraska",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-95.94025999999997,41.260680000000036,-96.09025999999997,-95.79025999999996,41.11068000000004,41.410680000000035,
427,"Nashua, NH","Nashua, New Hampshire",-71.46441999999996,42.75881000000004,Locality,100.0,M,New Hampshire,NH,Hillsborough County,,Nashua,,POINT (-71.46441999999996 42.75881000000004),A,"Nashua, NH, USA",Nashua,City,Nashua,"Nashua, New Hampshire",,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-71.46441999999996,42.75881000000004,-71.52341999999996,-71.40541999999996,42.69981000000004,42.81781000000004,
428,"Nashua, NH","Nashua, New Hampshire",-71.46441999999996,42.75881000000004,Locality,100.0,M,New Hampshire,NH,Hillsborough County,,Nashua,,POINT (-71.46441999999996 42.75881000000004),A,"Nashua, NH, USA",Nashua,City,Nashua,"Nashua, New Hampshire",,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-71.46441999999996,42.75881000000004,-71.52341999999996,-71.40541999999996,42.69981000000004,42.81781000000004,
429,"Lawrenceville, NJ","Lawrenceville, Lawrence Twp, New Jersey",-74.72850999999997,40.298880000000054,Locality,100.0,M,New Jersey,NJ,Mercer County,Philadelphia Metro Area,Lawrence Twp,Lawrenceville,POINT (-74.72850999999997 40.29888000000005),A,"Lawrenceville, Lawrence Twp, NJ, USA",Lawrenceville,Village,Lawrenceville,"Lawrence Twp, New Jersey",,,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.72850999999997,40.298880000000054,-74.73850999999998,-74.71850999999997,40.288880000000056,40.30888000000005,
430,"Hillsborough, NJ","Hillsborough, New Jersey",-74.65309999999994,40.48254000000003,Locality,100.0,M,New Jersey,NJ,Somerset County,New York City Metro,Hillsborough,,POINT (-74.65309999999994 40.48254000000003),A,"Hillsborough, NJ, USA",Hillsborough,City,Hillsborough,"Hillsborough, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.65309999999994,40.48254000000003,-74.66309999999994,-74.64309999999993,40.47254000000003,40.49254000000003,
431,"HACKETTSTOWN, NJ","Hackettstown, New Jersey",-74.82877999999994,40.85347000000007,Locality,100.0,M,New Jersey,NJ,Warren County,,Hackettstown,,POINT (-74.82877999999994 40.85347000000007),A,"Hackettstown, NJ, USA",Hackettstown,City,Hackettstown,"Hackettstown, New Jersey",,,11.540000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.82877999999994,40.85347000000007,-74.85477999999993,-74.80277999999994,40.82747000000007,40.879470000000076,
432,"Jersey City, NJ","Jersey City, New Jersey",-74.04384999999996,40.71748000000008,Locality,100.0,M,New Jersey,NJ,Hudson County,New York City Metro,Jersey City,,POINT (-74.04384999999996 40.71748000000008),A,"Jersey City, NJ, USA",Jersey City,City,Jersey City,"Jersey City, New Jersey",,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.04384999999996,40.71748000000008,-74.09584999999997,-73.99184999999996,40.66548000000008,40.76948000000008,
433,"Monmouth Jct, NJ","Monmouth Junction, New Jersey",-74.54757999999998,40.37877000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Monmouth Junction,,POINT (-74.54757999999998 40.37877000000003),A,"Monmouth Junction, NJ, USA",Monmouth Junction,City,Monmouth Junction,"Monmouth Junction, New Jersey",,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54757999999998,40.37877000000003,-74.55757999999999,-74.53757999999998,40.36877000000003,40.38877000000003,
434,"Princeton Jct, NJ","Princeton Junction, New Jersey",-74.61624999999998,40.31633000000005,Locality,100.0,M,New Jersey,NJ,Mercer County,,Princeton Junction,,POINT (-74.61624999999998 40.31633000000005),A,"Princeton Junction, NJ, USA",Princeton Junction,City,Princeton Junction,"Princeton Junction, New Jersey",,,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.61624999999998,40.31633000000005,-74.62624999999998,-74.60624999999997,40.30633000000005,40.32633000000005,
435,"Dayton, NJ","Dayton, New Jersey",-74.51132999999999,40.374790000000075,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Dayton,,POINT (-74.51132999999999 40.37479000000008),A,"Dayton, NJ, USA",Dayton,City,Dayton,"Dayton, New Jersey",,,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.51132999999999,40.374790000000075,-74.52132999999999,-74.50132999999998,40.36479000000008,40.38479000000007,
436,"Whippany, NJ","Whippany, New Jersey",-74.41117999999994,40.83075000000008,Locality,100.0,M,New Jersey,NJ,Morris County,New York City Metro,Whippany,,POINT (-74.41117999999994 40.83075000000008),A,"Whippany, NJ, USA",Whippany,City,Whippany,"Whippany, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.41117999999994,40.83075000000008,-74.42117999999995,-74.40117999999994,40.82075000000008,40.84075000000008,
437,"Princeton, NJ",Princeton,-74.6600899173385,40.3495400656405,POI,100.0,M,New Jersey,NJ,Mercer County,,Princeton,,POINT (-74.66008991699994 40.34954006600003),A,"Princeton, 185 Nassau St, Princeton, NJ, 08542, USA",Princeton,College,Princeton,"185 Nassau St, Princeton, New Jersey, 08542",(609) 258-3000,http://www.princeton.edu/,10.0,,185,,,,R,,,Nassau,St,,,,,,,,,185 Nassau St,,,,,,08542,,USA,ENG,0.0,-74.65473999999995,40.35101000000003,-74.66773999999995,-74.64173999999994,40.33801000000003,40.36401000000003,
438,"Plainsboro, NJ","Plainsboro, New Jersey",-74.59526999999997,40.33409000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Plainsboro,,POINT (-74.59526999999997 40.33409000000006),A,"Plainsboro, NJ, USA",Plainsboro,City,Plainsboro,"Plainsboro, New Jersey",,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.59526999999997,40.33409000000006,-74.60526999999998,-74.58526999999997,40.32409000000006,40.34409000000006,
439,"Towaco, NJ","Towaco, New Jersey",-74.33929999999998,40.92509000000007,Locality,100.0,M,New Jersey,NJ,Morris County,New York City Metro,Towaco,,POINT (-74.33929999999998 40.92509000000007),A,"Towaco, NJ, USA",Towaco,City,Towaco,"Towaco, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.33929999999998,40.92509000000007,-74.34929999999999,-74.32929999999998,40.91509000000007,40.935090000000066,
440,"Towaco, NJ","Towaco, New Jersey",-74.33929999999998,40.92509000000007,Locality,100.0,M,New Jersey,NJ,Morris County,New York City Metro,Towaco,,POINT (-74.33929999999998 40.92509000000007),A,"Towaco, NJ, USA",Towaco,City,Towaco,"Towaco, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.33929999999998,40.92509000000007,-74.34929999999999,-74.32929999999998,40.91509000000007,40.935090000000066,
441,"Hackensack, NJ","Hackensack, New Jersey",-74.04475999999994,40.88615000000004,Locality,100.0,M,New Jersey,NJ,Bergen County,New York City Metro,Hackensack,,POINT (-74.04475999999994 40.88615000000004),A,"Hackensack, NJ, USA",Hackensack,City,Hackensack,"Hackensack, New Jersey",,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.04475999999994,40.88615000000004,-74.06875999999994,-74.02075999999994,40.86215000000004,40.910150000000044,
442,"Monmouth Junction, NJ","Monmouth Junction, New Jersey",-74.54757999999998,40.37877000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Monmouth Junction,,POINT (-74.54757999999998 40.37877000000003),A,"Monmouth Junction, NJ, USA",Monmouth Junction,City,Monmouth Junction,"Monmouth Junction, New Jersey",,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54757999999998,40.37877000000003,-74.55757999999999,-74.53757999999998,40.36877000000003,40.38877000000003,
443,"Edison, NJ","Edison, New Jersey",-74.38113999999996,40.53055000000006,Locality,100.0,T,New Jersey,NJ,Middlesex County,New York City Metro,Edison,,POINT (-74.38113999999996 40.53055000000006),A,"Edison, NJ, USA",Edison,City,Edison,"Edison, New Jersey",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.38113999999996,40.53055000000006,-74.39113999999996,-74.37113999999995,40.520550000000064,40.54055000000006,
444,"Plainsboro, NJ","Plainsboro, New Jersey",-74.59526999999997,40.33409000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Plainsboro,,POINT (-74.59526999999997 40.33409000000006),A,"Plainsboro, NJ, USA",Plainsboro,City,Plainsboro,"Plainsboro, New Jersey",,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.59526999999997,40.33409000000006,-74.60526999999998,-74.58526999999997,40.32409000000006,40.34409000000006,
445,"Monroe, NJ","Monroe, Sparta Twp, New Jersey",-74.63344999999998,41.11484000000007,Locality,100.0,T,New Jersey,NJ,Sussex County,,Sparta Twp,Monroe,POINT (-74.63344999999998 41.11484000000007),A,"Monroe, Sparta Twp, NJ, USA",Monroe,Village,Monroe,"Sparta Twp, New Jersey",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.63344999999998,41.11484000000007,-74.64344999999999,-74.62344999999998,41.104840000000074,41.12484000000007,
446,"Jersey city, NJ","Jersey City, New Jersey",-74.04384999999996,40.71748000000008,Locality,100.0,M,New Jersey,NJ,Hudson County,New York City Metro,Jersey City,,POINT (-74.04384999999996 40.71748000000008),A,"Jersey City, NJ, USA",Jersey City,City,Jersey City,"Jersey City, New Jersey",,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.04384999999996,40.71748000000008,-74.09584999999997,-73.99184999999996,40.66548000000008,40.76948000000008,
447,"Edison, NJ","Edison, New Jersey",-74.38113999999996,40.53055000000006,Locality,100.0,T,New Jersey,NJ,Middlesex County,New York City Metro,Edison,,POINT (-74.38113999999996 40.53055000000006),A,"Edison, NJ, USA",Edison,City,Edison,"Edison, New Jersey",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.38113999999996,40.53055000000006,-74.39113999999996,-74.37113999999995,40.520550000000064,40.54055000000006,
448,"North Brunswick, NJ","North Brunswick, New Jersey",-74.47175999999996,40.467910000000074,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,North Brunswick,,POINT (-74.47175999999996 40.46791000000007),A,"North Brunswick, NJ, USA",North Brunswick,City,North Brunswick,"North Brunswick, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.47175999999996,40.467910000000074,-74.48175999999997,-74.46175999999996,40.457910000000076,40.47791000000007,
449,"Monmouth Junction, NJ","Monmouth Junction, New Jersey",-74.54757999999998,40.37877000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Monmouth Junction,,POINT (-74.54757999999998 40.37877000000003),A,"Monmouth Junction, NJ, USA",Monmouth Junction,City,Monmouth Junction,"Monmouth Junction, New Jersey",,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54757999999998,40.37877000000003,-74.55757999999999,-74.53757999999998,40.36877000000003,40.38877000000003,
450,"South Brunswick Township, NJ","South Brunswick Twp, New Jersey",-74.53302999999994,40.38191000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,South Brunswick Twp,,POINT (-74.53302999999994 40.38191000000006),A,"South Brunswick Twp, NJ, USA",South Brunswick Twp,City,South Brunswick Twp,"South Brunswick Twp, New Jersey",,,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.53302999999994,40.38191000000006,-74.60802999999994,-74.45802999999994,40.30691000000006,40.456910000000065,
451,"East Brunswick, NJ","East Brunswick, New Jersey",-74.42037999999997,40.41799000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,East Brunswick,,POINT (-74.42037999999997 40.41799000000003),A,"East Brunswick, NJ, USA",East Brunswick,City,East Brunswick,"East Brunswick, New Jersey",,,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.42037999999997,40.41799000000003,-74.43037999999997,-74.41037999999996,40.407990000000034,40.42799000000003,
452,"piscataway, NJ","Piscataway, New Jersey",-74.39903999999996,40.49927000000008,Locality,100.0,T,New Jersey,NJ,Middlesex,,Piscataway,,POINT (-74.39903999999996 40.49927000000008),A,"Piscataway, NJ, USA",Piscataway,City,Piscataway,"Piscataway, New Jersey",,,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.39903999999996,40.49927000000008,-74.45903999999996,-74.33903999999995,40.43927000000008,40.55927000000008,
453,"Edison, NJ","Edison, New Jersey",-74.38113999999996,40.53055000000006,Locality,100.0,T,New Jersey,NJ,Middlesex County,New York City Metro,Edison,,POINT (-74.38113999999996 40.53055000000006),A,"Edison, NJ, USA",Edison,City,Edison,"Edison, New Jersey",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.38113999999996,40.53055000000006,-74.39113999999996,-74.37113999999995,40.520550000000064,40.54055000000006,
454,"Monmouth Jn, NJ","Monmouth County, New Jersey",-74.22194643699999,40.26004147400005,Locality,93.33,M,New Jersey,NJ,Monmouth County,,,,POINT (-74.22194643699999 40.26004147400005),A,"Monmouth County, NJ, USA",Monmouth County,County,Monmouth,New Jersey,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.22194643699999,40.26004147400005,-74.50494643699999,-73.93894643699998,39.977041474000046,40.54304147400005,JN
455,"Monmouth junction, NJ","Monmouth Junction, New Jersey",-74.54757999999998,40.37877000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Monmouth Junction,,POINT (-74.54757999999998 40.37877000000003),A,"Monmouth Junction, NJ, USA",Monmouth Junction,City,Monmouth Junction,"Monmouth Junction, New Jersey",,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54757999999998,40.37877000000003,-74.55757999999999,-74.53757999999998,40.36877000000003,40.38877000000003,
456,"Basking Ridge, NJ","Basking Ridge, New Jersey",-74.54823999999996,40.706450000000075,Locality,100.0,M,New Jersey,NJ,Somerset County,New York City Metro,Basking Ridge,,POINT (-74.54823999999996 40.70645000000007),A,"Basking Ridge, NJ, USA",Basking Ridge,City,Basking Ridge,"Basking Ridge, New Jersey",,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54823999999996,40.706450000000075,-74.55823999999997,-74.53823999999996,40.69645000000008,40.71645000000007,
457,"Robbinsville, NJ","Robbinsville, Robbinsville Twp, New Jersey",-74.63442999999995,40.22053000000005,Locality,100.0,M,New Jersey,NJ,Mercer County,,Robbinsville Twp,Robbinsville,POINT (-74.63442999999995 40.22053000000005),A,"Robbinsville, Robbinsville Twp, NJ, USA",Robbinsville,Village,Robbinsville,"Robbinsville Twp, New Jersey",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.63442999999995,40.22053000000005,-74.64442999999996,-74.62442999999995,40.210530000000055,40.23053000000005,
458,"Plainsboro, NJ","Plainsboro, New Jersey",-74.59526999999997,40.33409000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Plainsboro,,POINT (-74.59526999999997 40.33409000000006),A,"Plainsboro, NJ, USA",Plainsboro,City,Plainsboro,"Plainsboro, New Jersey",,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.59526999999997,40.33409000000006,-74.60526999999998,-74.58526999999997,40.32409000000006,40.34409000000006,
459,"Monmouth Junction, NJ","Monmouth Junction, New Jersey",-74.54757999999998,40.37877000000003,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Monmouth Junction,,POINT (-74.54757999999998 40.37877000000003),A,"Monmouth Junction, NJ, USA",Monmouth Junction,City,Monmouth Junction,"Monmouth Junction, New Jersey",,,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.54757999999998,40.37877000000003,-74.55757999999999,-74.53757999999998,40.36877000000003,40.38877000000003,
460,"Jersey City, NJ","Jersey City, New Jersey",-74.04384999999996,40.71748000000008,Locality,100.0,M,New Jersey,NJ,Hudson County,New York City Metro,Jersey City,,POINT (-74.04384999999996 40.71748000000008),A,"Jersey City, NJ, USA",Jersey City,City,Jersey City,"Jersey City, New Jersey",,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.04384999999996,40.71748000000008,-74.09584999999997,-73.99184999999996,40.66548000000008,40.76948000000008,
461,"EDISON, NJ","Edison, New Jersey",-74.38113999999996,40.53055000000006,Locality,100.0,T,New Jersey,NJ,Middlesex County,New York City Metro,Edison,,POINT (-74.38113999999996 40.53055000000006),A,"Edison, NJ, USA",Edison,City,Edison,"Edison, New Jersey",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.38113999999996,40.53055000000006,-74.39113999999996,-74.37113999999995,40.520550000000064,40.54055000000006,
462,"Plainsboro, NJ","Plainsboro, New Jersey",-74.59526999999997,40.33409000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Plainsboro,,POINT (-74.59526999999997 40.33409000000006),A,"Plainsboro, NJ, USA",Plainsboro,City,Plainsboro,"Plainsboro, New Jersey",,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.59526999999997,40.33409000000006,-74.60526999999998,-74.58526999999997,40.32409000000006,40.34409000000006,
463,"Robbinsville, NJ","Robbinsville, Robbinsville Twp, New Jersey",-74.63442999999995,40.22053000000005,Locality,100.0,M,New Jersey,NJ,Mercer County,,Robbinsville Twp,Robbinsville,POINT (-74.63442999999995 40.22053000000005),A,"Robbinsville, Robbinsville Twp, NJ, USA",Robbinsville,Village,Robbinsville,"Robbinsville Twp, New Jersey",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.63442999999995,40.22053000000005,-74.64442999999996,-74.62442999999995,40.210530000000055,40.23053000000005,
464,"MONROE, NJ","Monroe, Sparta Twp, New Jersey",-74.63344999999998,41.11484000000007,Locality,100.0,T,New Jersey,NJ,Sussex County,,Sparta Twp,Monroe,POINT (-74.63344999999998 41.11484000000007),A,"Monroe, Sparta Twp, NJ, USA",Monroe,Village,Monroe,"Sparta Twp, New Jersey",,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.63344999999998,41.11484000000007,-74.64344999999999,-74.62344999999998,41.104840000000074,41.12484000000007,
465,"Jersey City, NJ","Jersey City, New Jersey",-74.04384999999996,40.71748000000008,Locality,100.0,M,New Jersey,NJ,Hudson County,New York City Metro,Jersey City,,POINT (-74.04384999999996 40.71748000000008),A,"Jersey City, NJ, USA",Jersey City,City,Jersey City,"Jersey City, New Jersey",,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.04384999999996,40.71748000000008,-74.09584999999997,-73.99184999999996,40.66548000000008,40.76948000000008,
466,"Morrisplains, NJ","Morris Plains, New Jersey",-74.47986999999995,40.82648000000006,Locality,100.0,T,New Jersey,NJ,Morris County,New York City Metro,Morris Plains,,POINT (-74.47986999999995 40.82648000000006),A,"Morris Plains, NJ, USA",Morris Plains,City,Morris Plains,"Morris Plains, New Jersey",,,11.76,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.47986999999995,40.82648000000006,-74.49786999999995,-74.46186999999995,40.80848000000006,40.84448000000006,
467,"New Jersey, NJ",New Jersey,-74.72856499999995,39.61334835300005,Locality,100.0,M,New Jersey,NJ,,,,,POINT (-74.72856499999995 39.61334835300005),A,"New Jersey, USA",New Jersey,State or Province,New Jersey,New Jersey,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.72856499999995,39.61334835300005,-75.78856499999995,-73.66856499999994,38.55334835300005,40.67334835300005,
468,"Edison, NJ","Edison, New Jersey",-74.38113999999996,40.53055000000006,Locality,100.0,T,New Jersey,NJ,Middlesex County,New York City Metro,Edison,,POINT (-74.38113999999996 40.53055000000006),A,"Edison, NJ, USA",Edison,City,Edison,"Edison, New Jersey",,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.38113999999996,40.53055000000006,-74.39113999999996,-74.37113999999995,40.520550000000064,40.54055000000006,
469,"Plainsboro, NJ","Plainsboro, New Jersey",-74.59526999999997,40.33409000000006,Locality,100.0,M,New Jersey,NJ,Middlesex County,New York City Metro,Plainsboro,,POINT (-74.59526999999997 40.33409000000006),A,"Plainsboro, NJ, USA",Plainsboro,City,Plainsboro,"Plainsboro, New Jersey",,,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,ENG,0.0,-74.59526999999997,40.33409000000006,-74.60526999999998,-74.58526999999997,40.32409000000006,40.34409000000006,
